Code,Name,AddressLineOne,InvoiceDate,SerialNo,Total,Age,Balance
CD0071_NSF,Kalidson Pharmacy,Negombo,18/08/2023 00:00,7135DSI007775,72225.41,22,71228.89
CD0071_NSF,Kalidson Pharmacy,Negombo,18/08/2023 00:00,7135DSI007776,105050.43,22,105050.43
CD0071_NSF,Kalidson Pharmacy,Negombo,18/08/2023 00:00,DSR30DSI007777,29088.56,22,29088.56
CD0510_NSF,Sri Lak Pharmacy,"Kotugoda Road, Mukalangamuwa, Seeduwa.",18/08/2023 00:00,DSR30DSI007778,33647.27,22,30231.89
CD0192_NSF,Thrithva Pharmacy,"45 Negambo Road,, Ja-Ela",18/08/2023 00:00,DSR30DSI007779,14126.1,22,14126.1
CD0402_NSF,Pamunugama Osu Sala,"No. 33, Housing Scheme, Raddolugama.",18/08/2023 00:00,DSR30DSI007780,92746.09,22,91006.77
CD0227_NSF,Malithi Pharmacy,"No.186,Rukaththana Handiya,",18/08/2023 00:00,7135DSI007781,13969.66,22,13969.66
CD0356_NSF,Rusal Pharmacy - (Aloka Dr.),"Channel Center, Red Cross Building, Katana.",18/08/2023 00:00,7135DSI007783,9700.88,22,9700.88
CD0257_NSF,Nirodha Pharmacy,"No.223,Hospital Junc,Akkaragama",18/08/2023 00:00,7135DSI007785,3939.1,22,3939.1
CD0147_NSF,Robert Medical,Negombo,18/08/2023 00:00,7135DSI007786,19912.7,22,19912.7
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",19/08/2023 00:00,7135DSI007788,19390.58,21,19390.58
CD0119_NSF,Nirmalanaka Pharmacy,Ja-Ela,19/08/2023 00:00,DSR30DSI007789,7250.48,21,7250.48
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",19/08/2023 00:00,DSR30DSI007790,2592.3,21,2592.3
CD0168_NSF,Sriee Pharmacy,"128 Greens Road,, Negombo",19/08/2023 00:00,DSR30DSI007795,57401.9,21,52666.01
CD0539_NSF,Thenuka Pharmacy,"No. 306, Kimbulapitiya Road, Akkarapanaha, Negombo.",19/08/2023 00:00,7135DSI007796,49428.33,21,49428.33
CD0561_NSF,Union Pharmacy,"No.158, Main Street, Negombo.",19/08/2023 00:00,DSR30DSI007797,18630.9,21,18630.9
COLD56566_NSF,St. Mary's Osu Sala,"NO.204/B/1,COLOMBO ROAD,USWETAKEIYAWA.",19/08/2023 00:00,DSR30DSI007798,14382.23,21,11917.04
CD0082_NSF,Leesons Hospital,"33 Tewatte Road,Ragama, Ragama",19/08/2023 00:00,7135DSI007799,264785,21,264785
CD0082_NSF,Leesons Hospital,"33 Tewatte Road,Ragama, Ragama",19/08/2023 00:00,7135DSI007800,354350,21,354350
CD0293_NSF,St. Joshep Pharmacy,Bopitiya.,19/08/2023 00:00,7135DSI007801,7878.2,21,7878.2
CD0487_NSF,Healthcare Pharmacy  Family Needs,"No. 8B4R, Raddolugama.",19/08/2023 00:00,7135DSI007805,44415.97,21,44415.97
CD0104_NSF,Nawa Osusala,Ja-Ela,21/08/2023 00:00,7135DSI007812,5538.48,19,5538.48
CD0549_NSF,Lakshan Chemist,"No. 6911, Negombo Road, Mabole, Wattala.",21/08/2023 00:00,7135DSI007813,11271.48,19,11271.48
COLD56566_NSF,St. Mary's Osu Sala,"NO.204/B/1,COLOMBO ROAD,USWETAKEIYAWA.",21/08/2023 00:00,7135DSI007814,38741.84,19,38741.84
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",21/08/2023 00:00,DSR30DSI007815,7782.04,19,7782.04
COLD15262_NSF,The Medic Pharmacy,"NO.452/B/1,NEGOMBO ROAD,KIMBULAPITIYA.",21/08/2023 00:00,DSR30DSI007817,19478.5,19,19478.5
COLD14611_NSF,Sasithma Pharmacy & Grocery,"NO.197B1,WELIGAMPITIYA ROAD,ENDIMINNA,JA-ELA.",21/08/2023 00:00,DSR30DSI007819,22037.69,19,22037.69
COLD60776_NSF,C & S Pharmacy,"NO.516/A/S/,1,DANDUGAMA,DANDUGAMA,JA-ELA.",21/08/2023 00:00,7135DSI007820,12038.16,19,12038.16
CD0402_NSF,Pamunugama Osu Sala,"No. 33, Housing Scheme, Raddolugama.",21/08/2023 00:00,7135DSI007824,30266.87,19,30266.87
CD0446_NSF,The Pharmacy APY (Pvt) Ltd,"No.107A,St. Marys Rd,Silva Place,Ja-Ela.",21/08/2023 00:00,DSR30DSI007825,4924.78,19,2462.39
CD0446_NSF,The Pharmacy APY (Pvt) Ltd,"No.107A,St. Marys Rd,Silva Place,Ja-Ela.",21/08/2023 00:00,7135DSI007826,11696.84,19,11696.84
CD0446_NSF,The Pharmacy APY (Pvt) Ltd,"No.107A,St. Marys Rd,Silva Place,Ja-Ela.",21/08/2023 00:00,DSR30DSI007827,31288.34,19,22509.72
CD0057_NSF,Hendala Pharmacy,Wattala,21/08/2023 00:00,DSR30DSI007830,2741.03,19,2741.03
CD0138_NSF,P.J. ENTERPRISES (PVT) Ltd.,"No.124,Main Street,Ja -ela",21/08/2023 00:00,DSR30DSI007831,221862.26,19,221862.26
CD0510_NSF,Sri Lak Pharmacy,"Kotugoda Road, Mukalangamuwa, Seeduwa.",21/08/2023 00:00,7135DSI007833,73444.43,19,73444.43
CD0173_NSF,St. Jude Pharmacy,Ja-Ela,21/08/2023 00:00,7135DSI007835,20168.28,19,20168.28
CD0460_NSF,Darshana Pharmacy,"No. 03, Goods Shed Road, Ja-ela.",21/08/2023 00:00,7135DSI007836,71509.27,19,71509.27
CD0446_NSF,The Pharmacy APY (Pvt) Ltd,"No.107A,St. Marys Rd,Silva Place,Ja-Ela.",21/08/2023 00:00,7135DSI007837,5779.74,19,5779.74
CD0335_NSF,Calvary Medicals,"25A, St. Marys Road, Ja-Ela.",21/08/2023 00:00,7135DSI007838,5788.94,19,5788.94
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",21/08/2023 00:00,DSR30DSI007839,11112.84,19,11112.84
CD0176_NSF,St. Marrys Pharmacy - KA,Katunayake,21/08/2023 00:00,DSR30DSI007840,56239,19,56239
CD0082_NSF,Leesons Hospital,"33 Tewatte Road,Ragama, Ragama",21/08/2023 00:00,7135DSI007841,418690,19,418690
CD0082_NSF,Leesons Hospital,"33 Tewatte Road,Ragama, Ragama",21/08/2023 00:00,7135DSI007842,418690,19,418690
CD0259_NSF,Crystal Pharmacy,"No.118,Colombo Rd,Negombo",21/08/2023 00:00,DSR30DSI007844,75444,19,75444
COLD14611_NSF,Sasithma Pharmacy & Grocery,"NO.197B1,WELIGAMPITIYA ROAD,ENDIMINNA,JA-ELA.",21/08/2023 00:00,7135DSI007846,52931.56,19,52931.56
CD0396_NSF,Hansi Pharmacy,"No. 440, Negombo Road, Kapuwatta, Ja-Ela.",21/08/2023 00:00,7135DSI007847,4961.71,19,4961.71
CD0016_NSF,Ave Maria Pharmacy,Negombo,21/08/2023 00:00,DSR30DSI007849,49038.6,19,49038.6
CD0192_NSF,Thrithva Pharmacy,"45 Negambo Road,, Ja-Ela",21/08/2023 00:00,7135DSI007850,24214.51,19,24214.51
CD0468_NSF,Kandawala Pharmacy,"No. 3983, Mirigama Road, Kandawala, Katana.",21/08/2023 00:00,DSR30DSI007852,34735.58,19,34735.58
COLD57830_NSF,Medi Maxx Pharmacy & Grocery,"KOCHCHIKADE ROAD,ANDIMULLA,HALPE,KATANA.",21/08/2023 00:00,DSR30DSI007853,2092.32,19,2092.32
CD0476_NSF,Dagonna Pharmacy  Mini Mart,"11421, Nalaka Watta, Walpola Road, Kimbulapitiya, Negombo.",21/08/2023 00:00,DSR30DSI007854,2973.9,19,2973.9
COLD60259_NSF,Himaya Pharmacy,"NO.244,DIVULAPITIYA ROAD,DEMANHANDIYA.",21/08/2023 00:00,DSR30DSI007855,8867.22,19,8867.22
COLD13809_NSF,Lakshi Pharmacy,"NO.199A,PRISON CAMP ROAD,KATTUWA,NEGOMBO.",21/08/2023 00:00,DSR30DSI007856,50143.27,19,50143.27
CD0182_NSF,Supreem Pharmacy,Negombo,21/08/2023 00:00,DSR30DSI007858,18317.35,19,18317.35
CD0138_NSF,P.J. ENTERPRISES (PVT) Ltd.,"No.124,Main Street,Ja -ela",21/08/2023 00:00,7135DSI007859,72983.8,19,72983.8
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",22/08/2023 00:00,7135DSI007860,175044.96,18,152502
CD0131_NSF,Peoples Hospital,Mahabage,22/08/2023 00:00,7135DSI007861,1575.64,18,1575.64
CD0057_NSF,Hendala Pharmacy,Wattala,22/08/2023 00:00,7135DSI007862,6501.43,18,6501.43
CD0539_NSF,Thenuka Pharmacy,"No. 306, Kimbulapitiya Road, Akkarapanaha, Negombo.",22/08/2023 00:00,DSR30DSI007863,25455.14,18,25455.14
CD0228_NSF,Shanthi Pharmacy,"No. 03, St. Nicholas Road, Munnakkara,",22/08/2023 00:00,DSR30DSI007864,28291.5,18,22633.2
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",22/08/2023 00:00,DSR30DSI007865,127524,18,127524
CD0249_NSF,Roshini Pharmacy,"No. 451, Negombo Rd, Dadugama",22/08/2023 00:00,7135DSI007866,3371.76,18,3371.76
CD0508_NSF,St. Joseph Pharmacy  Grocery,"No. 128D, Minuwangoda Road, Ja-Ela.",22/08/2023 00:00,7135DSI007867,38033.09,18,38033.09
CD0508_NSF,St. Joseph Pharmacy  Grocery,"No. 128D, Minuwangoda Road, Ja-Ela.",22/08/2023 00:00,DSR30DSI007868,33696.72,18,33696.72
CD0216_NSF,C  D Pharmacy,"1753, Suraweera Mawatha,Walpola,",22/08/2023 00:00,7135DSI007869,21795.74,18,21795.74
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",22/08/2023 00:00,DSR30DSI007870,14280.34,18,14280.34
CD0053_NSF,Health Care Medicla,"38 Galakanda Junction,  , Negombo",22/08/2023 00:00,7135DSI007873,11817.3,18,11817.3
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",22/08/2023 00:00,DSR30DSI007874,55815.59,18,55815.59
CD0182_NSF,Supreem Pharmacy,Negombo,22/08/2023 00:00,DSR30DSI007875,5876.92,18,5876.92
CD0131_NSF,Peoples Hospital,Mahabage,22/08/2023 00:00,7135DSI007876,21261,18,21261
CD0086_NSF,Luxmen Wijesuriya Dr.,Negombo,22/08/2023 00:00,DSR30DSI007877,14280.34,18,14280.34
CD0468_NSF,Kandawala Pharmacy,"No. 3983, Mirigama Road, Kandawala, Katana.",22/08/2023 00:00,7135DSI007878,11817.3,18,11817.3
COLD14591_NSF,V.M. Pharmacy,"NO.345/1/A,NEGOMBO ROAD,PATHIGIGODALLA,KATANA.",22/08/2023 00:00,7135DSI007879,16151.92,18,16151.92
CD0149_NSF,Roswila Pharmacy,Wattala,22/08/2023 00:00,7135DSI007881,2874.82,18,2874.82
CD0025_NSF,City Pharmacy,"21 TEWATTA ROAD,RAGAMA",22/08/2023 00:00,DSR30DSI007883,15088.8,18,15088.8
CD0336_NSF,Family Care Pharmacy  Groceries,"427C, Dalupitiya Road, Enderamulla, Wattala.",22/08/2023 00:00,7135DSI007885,39085.69,18,39085.69
CD0182_NSF,Supreem Pharmacy,Negombo,22/08/2023 00:00,DSR30DSI007886,5364.09,18,5364.09
CD0053_NSF,Health Care Medicla,"38 Galakanda Junction,  , Negombo",22/08/2023 00:00,DSR30DSI007887,18630.9,18,18630.9
CD0131_NSF,Peoples Hospital,Mahabage,22/08/2023 00:00,7135DSI007889,3939.1,18,3939.1
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",22/08/2023 00:00,DSR30DSI007892,30380,18,30380
CD0128_NSF,Osu Sala Wattala,Wattala,22/08/2023 00:00,7135DSI007895,19901.15,18,19901.15
CD0128_NSF,Osu Sala Wattala,Wattala,22/08/2023 00:00,7135DSI007896,14551.32,18,14551.32
CD0258_NSF,Rilaulla Pharmacy,"No.186,Colombo Rd,Kandana.",22/08/2023 00:00,DSR30DSI007899,51468.06,18,51468.06
CD0189_NSF,Thalahena Pharmacy,"177 Pitipana Road,, Negombo",22/08/2023 00:00,DSR30DSI007904,48417.36,18,48417.36
CD0189_NSF,Thalahena Pharmacy,"177 Pitipana Road,, Negombo",22/08/2023 00:00,DSR30DSI007905,60383.8,18,60383.8
CD0481_NSF,Reliance Pharmacy,"No. 213, Colombo Road, Negombo.",22/08/2023 00:00,DSR30DSI007906,4869.6,18,4869.6
CD0163_NSF,Sethma Pharmacy,Kandana,22/08/2023 00:00,DSR30DSI007908,177800.86,18,177800.86
CD0346_NSF,Laksi Pharmacy,"No. 27, Negombo Road, Peliyagoda.",22/08/2023 00:00,7135DSI007909,2201.74,18,2201.74
CD0159_NSF,Sea Street Osusala,"145 Sea Street,, Negombo",22/08/2023 00:00,7135DSI007910,5067.24,18,5067.24
COLD14005_NSF,Anuja Fernando Dr.,"DEVON DISPENSARY,NO.119/3,BASE LINE ROAD,AMANDOLUWA,SEEDUWA.",22/08/2023 00:00,7135DSI007911,14973.9,18,14973.9
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",22/08/2023 00:00,DSR30DSI007912,136281.56,18,111133.56
COLD60776_NSF,C & S Pharmacy,"NO.516/A/S/,1,DANDUGAMA,DANDUGAMA,JA-ELA.",23/08/2023 00:00,7135DSI007913,23634.6,17,23634.6
CD0549_NSF,Lakshan Chemist,"No. 6911, Negombo Road, Mabole, Wattala.",23/08/2023 00:00,7135DSI007914,6189.26,17,6189.26
CD0099_NSF,Milan Pharmacy,Wattala,23/08/2023 00:00,7135DSI007917,8366.96,17,8366.96
CD0146_NSF,Rio Pharmacy,Hendala,23/08/2023 00:00,7135DSI007920,9574.62,17,9574.62
CD0016_NSF,Ave Maria Pharmacy,Negombo,23/08/2023 00:00,7135DSI007921,5113.05,17,5113.05
CD0035_NSF,Ekala Pharmacy,Ja-Ela,23/08/2023 00:00,DSR30DSI007922,25505.96,17,25505.96
CD0083_NSF,Leesons Pharmacy,"33 TEWATTE ROAD,RAGAMA, RAGAMA",23/08/2023 00:00,DSR30DSI007923,71315.31,17,71315.31
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",23/08/2023 00:00,DSR30DSI007924,35590.28,17,35590.28
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",23/08/2023 00:00,DSR30DSI007925,30177.6,17,30177.6
CD0145_NSF,Reliable Pharmacy,"505 Negombo Road,, Ragama",23/08/2023 00:00,DSR30DSI007926,53272.7,17,53272.7
CD0035_NSF,Ekala Pharmacy,Ja-Ela,23/08/2023 00:00,7135DSI007927,7878.2,17,7878.2
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",23/08/2023 00:00,7135DSI007928,30933.5,17,9280.05
COLD56566_NSF,St. Mary's Osu Sala,"NO.204/B/1,COLOMBO ROAD,USWETAKEIYAWA.",23/08/2023 00:00,7135DSI007929,13333.8,17,13333.8
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",23/08/2023 00:00,7135DSI007930,80435,17,80435
CD0083_NSF,Leesons Pharmacy,"33 TEWATTE ROAD,RAGAMA, RAGAMA",23/08/2023 00:00,7135DSI007931,80435,17,80435
CD0561_NSF,Union Pharmacy,"No.158, Main Street, Negombo.",23/08/2023 00:00,7135DSI007932,2989.56,17,2989.56
CD0468_NSF,Kandawala Pharmacy,"No. 3983, Mirigama Road, Kandawala, Katana.",23/08/2023 00:00,7135DSI007933,11817.3,17,11817.3
HO0268_NSF,New SriLak Pharmacy,"No.42/A,Hekiththa,Wattala.",23/08/2023 00:00,7135DSI007934,9295.05,17,9295.05
HO0268_NSF,New SriLak Pharmacy,"No.42/A,Hekiththa,Wattala.",23/08/2023 00:00,7135DSI007935,12481.44,17,2874.84
CD0254_NSF,Sahana Pharmacy,"No.646,Tewatta Rd,Ragama",23/08/2023 00:00,7135DSI007937,7243.41,17,7243.41
CD0025_NSF,City Pharmacy,"21 TEWATTA ROAD,RAGAMA",23/08/2023 00:00,7135DSI007939,13473.43,17,13473.43
CD0018_NSF,Better Health Pharmacy,"258 Badalgama,, Negombo",23/08/2023 00:00,DSR30DSI007940,102558.83,17,102558.83
CD0481_NSF,Reliance Pharmacy,"No. 213, Colombo Road, Negombo.",23/08/2023 00:00,DSR30DSI007941,15780.84,17,15780.84
CD0293_NSF,St. Joshep Pharmacy,Bopitiya.,23/08/2023 00:00,DSR30DSI007942,35682.79,17,35682.79
COLD13957_NSF,Negombo Drugs,"NO.79B,SEA STREET,NEGOMBO.",23/08/2023 00:00,7135DSI007944,28748.4,17,28748.4
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",23/08/2023 00:00,DSR30DSI007945,34782.8,17,34782.8
CD0083_NSF,Leesons Pharmacy,"33 TEWATTE ROAD,RAGAMA, RAGAMA",23/08/2023 00:00,7135DSI007946,198593.23,17,198593.23
CD0408_NSF,International Institute of Health of Science,"No.704,Negombo Road,Walisara.",23/08/2023 00:00,7135DSI007947,30362.3,17,30362.3
CD0480_NSF,Thilana Pharmacy,"No. 50, Minuwangoda Road, Ekala, Ja-Ela.",23/08/2023 00:00,7135DSI007949,11472.55,17,11472.55
CD0480_NSF,Thilana Pharmacy,"No. 50, Minuwangoda Road, Ekala, Ja-Ela.",23/08/2023 00:00,7135DSI007951,26694.32,17,26694.32
CD0023_NSF,City Medical,"299 Main treet, , Negombo",23/08/2023 00:00,DSR30DSI007952,31709.28,17,31709.28
CD0163_NSF,Sethma Pharmacy,Kandana,23/08/2023 00:00,7135DSI007955,126393.74,17,126393.74
CD0107_NSF,New Central Pharmacy,Negombo,23/08/2023 00:00,DSR30DSI007956,98519.42,17,98519.42
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",24/08/2023 00:00,7135DSI007960,17010.4,16,17010.4
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",24/08/2023 00:00,7135DSI007961,92949.71,16,78821.49
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",24/08/2023 00:00,7135DSI007962,44765.83,16,44765.83
CD0228_NSF,Shanthi Pharmacy,"No. 03, St. Nicholas Road, Munnakkara,",24/08/2023 00:00,DSR30DSI007968,35635.06,16,27425.5
CD0561_NSF,Union Pharmacy,"No.158, Main Street, Negombo.",24/08/2023 00:00,DSR30DSI007969,19256.69,16,17470.6
CD0016_NSF,Ave Maria Pharmacy,Negombo,24/08/2023 00:00,7135DSI007970,7878.2,16,7878.2
CD0240_NSF,Hiru Pharmacy,"Daman Handiya,",24/08/2023 00:00,DSR30DSI007971,89676.48,16,89676.48
COLD13859_NSF,Harsha Gunasekara Dr.,"NO.861,VIHARA MW,THEWATTA,RAGAMA.",24/08/2023 00:00,7135DSI007974,41902.05,16,41902.05
CD0018_NSF,Better Health Pharmacy,"258 Badalgama,, Negombo",24/08/2023 00:00,7135DSI007976,83990.26,16,78706.79
CD0406_NSF,Melsta Hospital Ragama (Pvt) Ltd,"NO. 43, MAHABAGE ROAD, RAGAMA.",24/08/2023 00:00,7135DSI007978,77243.4,16,77243.4
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",24/08/2023 00:00,7135DSI007979,182839.95,16,182839.95
CD0151_NSF,S  G Medicals,Negombo,24/08/2023 00:00,7135DSI007981,10431.26,16,10431.26
CD0189_NSF,Thalahena Pharmacy,"177 Pitipana Road,, Negombo",24/08/2023 00:00,7135DSI007982,7204.96,16,7204.96
COLD14793_NSF,Peoples Pharmacy-Magabage,"NO.503,NEGOMBO ROAD,MAHABAGE.",24/08/2023 00:00,7135DSI007983,17799.38,16,17799.38
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",24/08/2023 00:00,DSR30DSI007984,10706.84,16,8967.52
COLD57875_NSF,Guardian Dugs(Private)Limited,"NO.119/ A,AVERIWETTA ROAD,WATTALA.",24/08/2023 00:00,DSR30DSI007985,7706.28,16,7706.28
CD0107_NSF,New Central Pharmacy,Negombo,24/08/2023 00:00,DSR30DSI007989,21274.35,16,21274.35
CD0107_NSF,New Central Pharmacy,Negombo,24/08/2023 00:00,7135DSI007990,36265.63,16,36265.63
CD0104_NSF,Nawa Osusala,Ja-Ela,24/08/2023 00:00,DSR30DSI007992,63121.45,16,54603.52
CD0228_NSF,Shanthi Pharmacy,"No. 03, St. Nicholas Road, Munnakkara,",24/08/2023 00:00,DSR30DSI007993,6748.68,16,6748.68
COLD13957_NSF,Negombo Drugs,"NO.79B,SEA STREET,NEGOMBO.",24/08/2023 00:00,7135DSI007994,15885.02,16,11386.85
CD0111_NSF,New Pharmacy,Wattala,24/08/2023 00:00,DSR30DSI007996,60179.8,16,60179.8
CD0062_NSF,Isuri Pharmacy,"Shopping Complex, Wattala.",24/08/2023 00:00,DSR30DSI007998,11976.08,16,11273.47
CD0104_NSF,Nawa Osusala,Ja-Ela,24/08/2023 00:00,7135DSI007999,11648.4,16,11648.4
CD0406_NSF,Melsta Hospital Ragama (Pvt) Ltd,"NO. 43, MAHABAGE ROAD, RAGAMA.",25/08/2023 00:00,DSR30DSI008002,46244,15,46244
CD0487_NSF,Healthcare Pharmacy  Family Needs,"No. 8B4R, Raddolugama.",25/08/2023 00:00,DSR30DSI008003,3117.39,15,3117.39
CD0149_NSF,Roswila Pharmacy,Wattala,25/08/2023 00:00,DSR30DSI008004,2514.8,15,2514.8
COLD60776_NSF,C & S Pharmacy,"NO.516/A/S/,1,DANDUGAMA,DANDUGAMA,JA-ELA.",25/08/2023 00:00,DSR30DSI008005,7544.4,15,7544.4
CD0057_NSF,Hendala Pharmacy,Wattala,25/08/2023 00:00,DSR30DSI008006,7544.4,15,7544.4
CD0549_NSF,Lakshan Chemist,"No. 6911, Negombo Road, Mabole, Wattala.",25/08/2023 00:00,DSR30DSI008008,2894.82,15,2894.82
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",25/08/2023 00:00,7135DSI008010,11978.3,15,11978.3
CD0062_NSF,Isuri Pharmacy,"Shopping Complex, Wattala.",25/08/2023 00:00,7135DSI008011,14850.45,15,14850.45
COLD13957_NSF,Negombo Drugs,"NO.79B,SEA STREET,NEGOMBO.",25/08/2023 00:00,DSR30DSI008012,9260.9,15,9260.9
COLD13957_NSF,Negombo Drugs,"NO.79B,SEA STREET,NEGOMBO.",25/08/2023 00:00,DSR30DSI008013,17036.64,15,17036.64
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",25/08/2023 00:00,DSR30DSI008014,9260.9,15,9260.9
CD0053_NSF,Health Care Medicla,"38 Galakanda Junction,  , Negombo",25/08/2023 00:00,DSR30DSI008015,18011.76,15,7888.68
CD0016_NSF,Ave Maria Pharmacy,Negombo,25/08/2023 00:00,7135DSI008019,14947.8,15,14947.8
CD0362_NSF,Mahendra David Dr.,"Madampelle, Katana.",25/08/2023 00:00,DSR30DSI008020,37009,15,37009
CD0476_NSF,Dagonna Pharmacy  Mini Mart,"11421, Nalaka Watta, Walpola Road, Kimbulapitiya, Negombo.",25/08/2023 00:00,7135DSI008021,34906.08,15,34906.08
CD0145_NSF,Reliable Pharmacy,"505 Negombo Road,, Ragama",25/08/2023 00:00,7135DSI008022,14620.62,15,14620.62
CD0020_NSF,Cash Customer - Colombo D,NEGOMBO,25/08/2023 00:00,7135DSI008023,11271.48,15,11271.48
CD0243_NSF,Suwa Setha Pharmacy,"Negombo Road, Badalgama",25/08/2023 00:00,7135DSI008024,8032.94,15,8032.94
CD0468_NSF,Kandawala Pharmacy,"No. 3983, Mirigama Road, Kandawala, Katana.",25/08/2023 00:00,7135DSI008026,3217.4,15,3217.4
COLD15196_NSF,Nirodya Pharmacy & Grocery,"NO.182/B MAHABAGE ROAD,RAGAMA.",25/08/2023 00:00,7135DSI008027,17810.6,15,17810.6
CD0480_NSF,Thilana Pharmacy,"No. 50, Minuwangoda Road, Ekala, Ja-Ela.",25/08/2023 00:00,7135DSI008028,6119.44,15,6119.44
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",25/08/2023 00:00,DSR30DSI008030,25148,15,25148
CD0091_NSF,Mama Pharmacy,"39 Dabuwana Road, , Ragama",25/08/2023 00:00,DSR30DSI008034,3772.2,15,2.1
CD0155_NSF,Sarana Osusala,Badalgama,25/08/2023 00:00,7135DSI008035,30349.23,15,30349.23
CD0140_NSF,Raddolugama Pharmacy,Raddolugama.,25/08/2023 00:00,DSR30DSI008036,55108.26,15,55108.26
CD0257_NSF,Nirodha Pharmacy,"No.223,Hospital Junc,Akkaragama",25/08/2023 00:00,7135DSI008037,11775.58,15,11775.58
CD0487_NSF,Healthcare Pharmacy  Family Needs,"No. 8B4R, Raddolugama.",25/08/2023 00:00,DSR30DSI008039,25408.37,15,24719.49
CD0547_NSF,New St. Joseph Pharmacy,"No. 951, Amandoluwa, Seeduwa.",25/08/2023 00:00,DSR30DSI008040,74087.06,15,74087.06
CD0107_NSF,New Central Pharmacy,Negombo,25/08/2023 00:00,DSR30DSI008042,11112.84,15,11112.84
CD0057_NSF,Hendala Pharmacy,Wattala,25/08/2023 00:00,7135DSI008043,13136.53,15,13136.53
CD0402_NSF,Pamunugama Osu Sala,"No. 33, Housing Scheme, Raddolugama.",25/08/2023 00:00,DSR30DSI008044,26595.09,15,26595.09
COLD60259_NSF,Himaya Pharmacy,"NO.244,DIVULAPITIYA ROAD,DEMANHANDIYA.",25/08/2023 00:00,7135DSI008046,21003.15,15,21003.15
COLD13859_NSF,Harsha Gunasekara Dr.,"NO.861,VIHARA MW,THEWATTA,RAGAMA.",26/08/2023 00:00,DSR30DSI008048,9470,14,9470
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",26/08/2023 00:00,DSR30DSI008049,25239.26,14,25239.26
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",26/08/2023 00:00,DSR30DSI008050,13195.41,14,13195.41
CD0561_NSF,Union Pharmacy,"No.158, Main Street, Negombo.",26/08/2023 00:00,7135DSI008052,26883.95,14,26883.95
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",26/08/2023 00:00,7135DSI008053,34536.5,14,34536.5
CD0164_NSF,Shanthi Vidya Nivasa,Katana,26/08/2023 00:00,7135DSI008055,76852.8,14,76852.8
COLD60775_NSF,Tesmal Fernando Dr.,"NO.07,USWETAKEIYAWA ROAD,BOPITIYA,PAMUNUGAMA.",26/08/2023 00:00,7135DSI008056,16087,14,16087
COLD60775_NSF,Tesmal Fernando Dr.,"NO.07,USWETAKEIYAWA ROAD,BOPITIYA,PAMUNUGAMA.",26/08/2023 00:00,7135DSI008057,25747.8,14,25747.8
CD0182_NSF,Supreem Pharmacy,Negombo,26/08/2023 00:00,7135DSI008058,9652.2,14,9652.2
CD0182_NSF,Supreem Pharmacy,Negombo,26/08/2023 00:00,7135DSI008059,51989.6,14,51989.6
CD0182_NSF,Supreem Pharmacy,Negombo,26/08/2023 00:00,DSR30DSI008060,1369.55,14,1369.55
CD0228_NSF,Shanthi Pharmacy,"No. 03, St. Nicholas Road, Munnakkara,",26/08/2023 00:00,7135DSI008062,10807.44,14,10807.44
CD0068_NSF,Jayanthi Pharmacy,Katunayake,26/08/2023 00:00,DSR30DSI008063,37310.18,14,37310.18
CD0467_NSF,Laksiri Lokuliayana Dr.,"643, St. Marys Road, Ja-Ela.",26/08/2023 00:00,7135DSI008064,30597.2,14,30597.2
CD0160_NSF,Seeduwa Medicals,Seeduwa,26/08/2023 00:00,DSR30DSI008065,9403.61,14,9403.61
